Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
4 (SILM of emim Tf2N),SILM,SILM,Porous hydrophilic polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophilic polyethersulfone [PES] supported {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Porous hydrophilic polyethersulfone [PES],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,23,2,1000,100,31,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, CO, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, CO, USA"
10 wt% ZIF-8/IL–CS MMMs,MMM,MMM,poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS] - Zeolitic imidazolate framework-8 [ZIF-8],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Acetate [Ac],CC([O-])=O,,,,,(poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS] with 5 wt% [1-Ethyl-3-methylimidazolium [emim]] [Acetate [Ac]]) hyprid matrix filled with 10 wt% (Zeolitic imidazolate framework-8 [ZIF-8]) mixed matrix membrane,Zeolitic imidazolate framework-8 [ZIF-8],1-Ethyl-3-methylimidazolium [emim],Acetate [Ac],poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS],,,50,2,5413,191,11.5,,https://dx.doi.org/10.1039/C5RA19331A,Synthesis and characterisation of MOF/ionic liquid/chitosan mixed matrix membranes for CO2/N2 separation,"Casado-Coterillo, Clara; Fernández-BarquÌn, Ana; Zornoza, Beatriz; Téllez, Carlos; Coronas, JoaquÌn; Irabien, Ángel.",RSC Advances,RSC Adv.,5 (124),102350-102361,2015,"Universidad de Cantabria, Santander, Spain ; Universidad de Zaragoza, Zaragoza, Spain","Casado-Coterillo, Clara",casadoc@unican.es,"Universidad de Cantabria, Santander, Spain"
5 wt% HKUST-1/IL–CS MMMs,MMM,MMM,"poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS] - copper(II)-benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Acetate [Ac],CC([O-])=O,,,,,"(poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS] with 5 wt% [1-Ethyl-3-methylimidazolium [emim]] [Acetate [Ac]]) hyprid matrix filled with 5 wt% (copper(II)-benzene-1,3,5-tricarboxylate [HKUST-1]) mixed matrix membrane","copper(II)-benzene-1,3,5-tricarboxylate [HKUST-1]",1-Ethyl-3-methylimidazolium [emim],Acetate [Ac],poly[b(1/4)-2-amino-2-deoxy-D-glucopyranose] [Chitosan-CS],,,50,2,4754,1388,19.3,,https://dx.doi.org/10.1039/C5RA19331A,Synthesis and characterisation of MOF/ionic liquid/chitosan mixed matrix membranes for CO2/N2 separation,"Casado-Coterillo, Clara; Fernández-BarquÌn, Ana; Zornoza, Beatriz; Téllez, Carlos; Coronas, JoaquÌn; Irabien, Ángel.",RSC Advances,RSC Adv.,5 (124),102350-102361,2015,"Universidad de Cantabria, Santander, Spain ; Universidad de Zaragoza, Zaragoza, Spain","Casado-Coterillo, Clara",casadoc@unican.es,"Universidad de Cantabria, Santander, Spain"
MoS2 SILM-1,SILM,SILM,Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,Molybdenum disulfide Nanosheets [MoS2] supported 26.50 wt% {[1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]]},Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,,25,0.6,60.8,,26.32,,https://dx.doi.org/10.1021/acsami.7b15762,Enhanced Gas Separation through Nanoconfined Ionic Liquid in Laminated MoS2 Membrane,"Chen, Danke; Ying, Wen; Guo, Yi; Ying, Yulong; Peng, Xinsheng.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (50),44251-44257,2017,"Zhejiang University, Hangzhou, China","Peng, Xinsheng",pengxinsheng@zju.edu.cn,"Zhejiang University, Hangzhou, China"
MoS2 SILM-2,SILM,SILM,Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,Molybdenum disulfide Nanosheets [MoS2] supported 32.23 wt% {[1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]]},Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,,25,0.6,71.9,,56.68,,https://dx.doi.org/10.1021/acsami.7b15762,Enhanced Gas Separation through Nanoconfined Ionic Liquid in Laminated MoS2 Membrane,"Chen, Danke; Ying, Wen; Guo, Yi; Ying, Yulong; Peng, Xinsheng.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (50),44251-44257,2017,"Zhejiang University, Hangzhou, China","Peng, Xinsheng",pengxinsheng@zju.edu.cn,"Zhejiang University, Hangzhou, China"
MoS2 SILM-3,SILM,SILM,Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,Molybdenum disulfide Nanosheets [MoS2] supported 59.31 wt% {[1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]]},Molybdenum disulfide Nanosheets [MoS2],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,,25,0.6,92.9,,131.42,,https://dx.doi.org/10.1021/acsami.7b15762,Enhanced Gas Separation through Nanoconfined Ionic Liquid in Laminated MoS2 Membrane,"Chen, Danke; Ying, Wen; Guo, Yi; Ying, Yulong; Peng, Xinsheng.",ACS Applied Materials & Interfaces,ACS Appl. Mater. Interfaces.,9 (50),44251-44257,2017,"Zhejiang University, Hangzhou, China","Peng, Xinsheng",pengxinsheng@zju.edu.cn,"Zhejiang University, Hangzhou, China"
CAd0.71,No IL Membrane,No IL Membrane,,1-allyl-3-methylimidazolium [Amim],CN(C=C1)C=[N+]1CC=C,Chloride,[Cl-],,,,,Cellulose adamantates (CAd) with degree of substitution of 0.71. (1-allyl-3-methylimidazolium chloride [AmimCl] used as a reaction media).,Cellulose adamantates (CAd),1-allyl-3-methylimidazolium chloride [AmimCl],,,,,23,1,1.71,,13,,https://dx.doi.org/10.1016/j.memsci.2014.06.010,"Synthesis, characterization, and gas permeabilities of cellulose derivatives containing adamantane groups","Chen, Jing; Zhang, Jinming; Feng, Ye; Wu, Jin; He, Jiasong; Zhang, Jun.",Journal of Membrane Science,J. Membr. Sci.,469,507-514,2014,"Chinese Academy of Sciences (CAS), Beijing, China","Zhang, Jun",jzhang@iccas.ac.cn,"Chinese Academy of Sciences (CAS), Beijing, China"
CAd1.67,No IL Membrane,No IL Membrane,,1-allyl-3-methylimidazolium [Amim],CN(C=C1)C=[N+]1CC=C,Chloride,[Cl-],,,,,Cellulose adamantates (CAd) with degree of substitution of 1.67. (1-allyl-3-methylimidazolium chloride [AmimCl] used as a reaction media).,Cellulose adamantates (CAd),1-allyl-3-methylimidazolium chloride [AmimCl],,,,,23,1,8.16,,17,,https://dx.doi.org/10.1016/j.memsci.2014.06.010,"Synthesis, characterization, and gas permeabilities of cellulose derivatives containing adamantane groups","Chen, Jing; Zhang, Jinming; Feng, Ye; Wu, Jin; He, Jiasong; Zhang, Jun.",Journal of Membrane Science,J. Membr. Sci.,469,507-514,2014,"Chinese Academy of Sciences (CAS), Beijing, China","Zhang, Jun",jzhang@iccas.ac.cn,"Chinese Academy of Sciences (CAS), Beijing, China"
CAd2.17,No IL Membrane,No IL Membrane,,1-allyl-3-methylimidazolium [Amim],CN(C=C1)C=[N+]1CC=C,Chloride,[Cl-],,,,,Cellulose adamantates (CAd) with degree of substitution of 2.17. (1-allyl-3-methylimidazolium chloride [AmimCl] used as a reaction media).,Cellulose adamantates (CAd),1-allyl-3-methylimidazolium chloride [AmimCl],,,,,23,1,15.2,,11.3,,https://dx.doi.org/10.1016/j.memsci.2014.06.010,"Synthesis, characterization, and gas permeabilities of cellulose derivatives containing adamantane groups","Chen, Jing; Zhang, Jinming; Feng, Ye; Wu, Jin; He, Jiasong; Zhang, Jun.",Journal of Membrane Science,J. Membr. Sci.,469,507-514,2014,"Chinese Academy of Sciences (CAS), Beijing, China","Zhang, Jun",jzhang@iccas.ac.cn,"Chinese Academy of Sciences (CAS), Beijing, China"
CAd0.22 Ac2.2,No IL Membrane,No IL Membrane,,1-allyl-3-methylimidazolium [Amim],CN(C=C1)C=[N+]1CC=C,Chloride,[Cl-],,,,,Cellulose adamantate Acetate (CAdAc) with degree of substitution of CAd:0.22 and Ac:2.2. (1-allyl-3-methylimidazolium chloride [AmimCl] used as a reaction media).,Cellulose adamantate Acetate (CAdAc),1-allyl-3-methylimidazolium chloride [AmimCl],,,,,23,1,10.1,,24,,https://dx.doi.org/10.1016/j.memsci.2014.06.010,"Synthesis, characterization, and gas permeabilities of cellulose derivatives containing adamantane groups","Chen, Jing; Zhang, Jinming; Feng, Ye; Wu, Jin; He, Jiasong; Zhang, Jun.",Journal of Membrane Science,J. Membr. Sci.,469,507-514,2014,"Chinese Academy of Sciences (CAS), Beijing, China","Zhang, Jun",jzhang@iccas.ac.cn,"Chinese Academy of Sciences (CAS), Beijing, China"
CAd1.0 Ac1.5,No IL Membrane,No IL Membrane,,1-allyl-3-methylimidazolium [Amim],CN(C=C1)C=[N+]1CC=C,Chloride,[Cl-],,,,,Cellulose adamantate Acetate (CAdAc) with degree of substitution of CAd:1.0 and Ac:1.5. (1-allyl-3-methylimidazolium chloride [AmimCl] used as a reaction media).,Cellulose adamantate Acetate (CAdAc),1-allyl-3-methylimidazolium chloride [AmimCl],,,,,23,1,15.3,,12,,https://dx.doi.org/10.1016/j.memsci.2014.06.010,"Synthesis, characterization, and gas permeabilities of cellulose derivatives containing adamantane groups","Chen, Jing; Zhang, Jinming; Feng, Ye; Wu, Jin; He, Jiasong; Zhang, Jun.",Journal of Membrane Science,J. Membr. Sci.,469,507-514,2014,"Chinese Academy of Sciences (CAS), Beijing, China","Zhang, Jun",jzhang@iccas.ac.cn,"Chinese Academy of Sciences (CAS), Beijing, China"
[C2mim][Tf2N],SILM,SILM,Non-porous alumina (pore size 20nm)  [Al2O3],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Non-porous alumina (pore size 20nm)  [Al2O3] supported {[1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Non-porous alumina (pore size 20nm)  [Al2O3],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,23,1.15,2640,190,20,3,https://dx.doi.org/10.1016/j.memsci.2011.11.037,CO2/N2 separations using nanoporous alumina-supported ionic liquid membranes: Effect of the support on separation performance,"Close, Joshua J.; Farmer, Karen; Moganty, Surya S.; Baltus, Ruth E.",Journal of Membrane Science,J. Membr. Sci.,390-391,201-210,2012,"Clarkson University, Potsdam, NY, United States","Baltus, Ruth E.",baltus@clarkson.edu,"Clarkson University, Potsdam, NY, United States"
[C6mim][Tf2N],SILM,SILM,Non-porous alumina (pore size 20nm)  [Al2O3],1-hexyl-3-methylimidazolium [hmim],C[N+]1=CN(C=C1)CCCCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Non-porous alumina (pore size 20nm)  [Al2O3] supported {[1-hexyl-3-methylimidazolium [hmim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Non-porous alumina (pore size 20nm)  [Al2O3],1-hexyl-3-methylimidazolium [hmim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,23,1.15,1800,400,12,1,https://dx.doi.org/10.1016/j.memsci.2011.11.037,CO2/N2 separations using nanoporous alumina-supported ionic liquid membranes: Effect of the support on separation performance,"Close, Joshua J.; Farmer, Karen; Moganty, Surya S.; Baltus, Ruth E.",Journal of Membrane Science,J. Membr. Sci.,390-391,201-210,2012,"Clarkson University, Potsdam, NY, United States","Baltus, Ruth E.",baltus@clarkson.edu,"Clarkson University, Potsdam, NY, United States"
[bmim][BF4],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,,30,2,93.9,,52.3,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
EcoengTM 1111P,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],"1,3-Dimethylimidazolium [mmim]",C[N+]1=CN(C=C1)C,Dimethylphosphate,O=P(OC)([O-])OC,,,,,"Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1,3-Dimethylimidazolium [mmim]] [Dimethylphosphate]}",Porous hydrophobic poly(vinylidene fluoride) [PVDF],"1,3-Dimethylimidazolium [mmim]",Dimethylphosphate,,,,30,2,127,,10.9,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
Cyphos 102,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,Bromide [Br],[Br-],,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[Trihexyl(tetradecyl)phosphonium [P66614]] [Bromide [Br]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],Bromide [Br],,,,30,2,637,,41.5,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
Cyphos 103,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,Decanoate,[O-]C(CCCCCCCCC)=O,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[Trihexyl(tetradecyl)phosphonium [P66614]] [Decanoate]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],Decanoate,,,,30,2,487,,43.1,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
Cyphos 104,SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,"Bis(2,4,4-trimethylpentyl)phosphinate",CC(CC(C)(C)C)CP(CC(C)CC(C)(C)C)([O-])=O,,,,,"Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[Trihexyl(tetradecyl)phosphonium [P66614]] [Bis(2,4,4-trimethylpentyl)phosphinate]}",Porous hydrophobic poly(vinylidene fluoride) [PVDF],Trihexyl(tetradecyl)phosphonium [P66614],"Bis(2,4,4-trimethylpentyl)phosphinate",,,,30,2,642,,31.6,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
[emim][CF3SO3],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,Triflate [CF3SO3],O=S([O-])(C(F)(F)F)=O,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[1-Ethyl-3-methylimidazolium [emim]] [Triflate [CF3SO3]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],1-Ethyl-3-methylimidazolium [emim],Triflate [CF3SO3],,,,30,2,486,,34,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
[SEt3][Tf2N],SILM,SILM,Porous hydrophobic poly(vinylidene fluoride) [PVDF],Triethylsulfonium [SEt3],CC[S+](CC)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,,,,,Porous hydrophobic poly(vinylidene fluoride) [PVDF] supported {[Triethylsulfonium [SEt3]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]},Porous hydrophobic poly(vinylidene fluoride) [PVDF],Triethylsulfonium [SEt3],bis(trifluoromethylsulfonyl)imide [Tf2N],,,,30,2,747,,26.2,,https://dx.doi.org/10.1016/j.memsci.2009.10.044,Gas separation properties of supported liquid membranes prepared with unconventional ionic liquids,"Cserjési, Petra; Nemestóthy, Nándor; Bélafi-Bakó, Katalin.",Journal of Membrane Science,J. Membr. Sci.,349 (1-2),11-Jun,2010,"Pannon University, Egyetem, Veszprém, Hungary","Bélafi-Bakó, Katalin",bako@mukki.richem.hu,"Pannon University, Egyetem, Veszprém, Hungary"
PEG cross-linked with [TETA] [Tfa] 40% free PEGDME,PIL,PIL,,,,,,Triethylenetetramine [TETA],NCCNCC[NH2+]CCN,Trifluoroacetate [Tfa],[O-]C(C(F)(F)F)=O,Poly(ethylene glycol) [PEG] cross-linked with [Triethylenetetramine [TETA]] [Trifluoroacetate [Tfa]] 40% free Poly(ethylene glycol) dimethyl ether [PEGDME],Poly(ethylene glycol) [PEG],Triethylenetetramine [TETA],Trifluoroacetate [Tfa],Poly(ethylene glycol) dimethyl ether [PEGDME],,,23,2,22.3,,27.1,,https://dx.doi.org/10.1016/j.memsci.2016.10.026,Facile fabrication of CO 2 separation membranes by cross-linking of poly(ethylene glycol) diglycidyl ether with a diamine and a polyamine-based ionic liquid,"Dai, Zhongde; Ansaloni, Luca; Gin, Douglas L.; Noble, Richard D.; Deng, Liyuan.",Journal of Membrane Science,J. Membr. Sci.,523,551-560,2017,"Norwegian University of Science and Technology, Trondheim, Norway ; University of Colorado at Boulder, Boulder, CO, USA","Deng, Liyuan",deng@nt.ntnu.no,"Norwegian University of Science and Technology, Trondheim, Norway"
PEG cross-linked with [TETA] [Tfa] 80% free PEGDME,PIL,PIL,,,,,,Triethylenetetramine [TETA],NCCNCC[NH2+]CCN,Trifluoroacetate [Tfa],[O-]C(C(F)(F)F)=O,Poly(ethylene glycol) [PEG] cross-linked with [Triethylenetetramine [TETA]] [Trifluoroacetate [Tfa]] 80% free Poly(ethylene glycol) dimethyl ether [PEGDME],Poly(ethylene glycol) [PEG],Triethylenetetramine [TETA],Trifluoroacetate [Tfa],Poly(ethylene glycol) dimethyl ether [PEGDME],,,23,2,117.2,,131.1,,https://dx.doi.org/10.1016/j.memsci.2016.10.026,Facile fabrication of CO 2 separation membranes by cross-linking of poly(ethylene glycol) diglycidyl ether with a diamine and a polyamine-based ionic liquid,"Dai, Zhongde; Ansaloni, Luca; Gin, Douglas L.; Noble, Richard D.; Deng, Liyuan.",Journal of Membrane Science,J. Membr. Sci.,523,551-560,2017,"Norwegian University of Science and Technology, Trondheim, Norway ; University of Colorado at Boulder, Boulder, CO, USA","Deng, Liyuan",deng@nt.ntnu.no,"Norwegian University of Science and Technology, Trondheim, Norway"
PEG cross-linked with A-amine 40% free PEGDME,No IL Membrane,No IL Membrane,,,,,,,,,,"Poly(ethylene glycol) [PEG] cross-linked with 2,2?-(Ethylenedioxy) bis(ethylamine) [A-amine] 40% free poly(ethylene glycol) dimethyl ether [PEGDME]",Poly(ethylene glycol) [PEG],"2,2?-(Ethylenedioxy) bis(ethylamine) [A-amine]",poly(ethylene glycol) dimethyl ether [PEGDME],,,,23,2,82.1,,138.3,,https://dx.doi.org/10.1016/j.memsci.2016.10.026,Facile fabrication of CO 2 separation membranes by cross-linking of poly(ethylene glycol) diglycidyl ether with a diamine and a polyamine-based ionic liquid,"Dai, Zhongde; Ansaloni, Luca; Gin, Douglas L.; Noble, Richard D.; Deng, Liyuan.",Journal of Membrane Science,J. Membr. Sci.,523,551-560,2017,"Norwegian University of Science and Technology, Trondheim, Norway ; University of Colorado at Boulder, Boulder, CO, USA","Deng, Liyuan",deng@nt.ntnu.no,"Norwegian University of Science and Technology, Trondheim, Norway"
PEG cross-linked with A-amine 80% free PEGDME,No IL Membrane,No IL Membrane,,,,,,,,,,"Poly(ethylene glycol) [PEG] cross-linked with 2,2?-(Ethylenedioxy) bis(ethylamine) [A-amine] 80% free poly(ethylene glycol) dimethyl ether [PEGDME]",Poly(ethylene glycol) [PEG],"2,2?-(Ethylenedioxy) bis(ethylamine) [A-amine]",poly(ethylene glycol) dimethyl ether [PEGDME],,,,23,2,196.4,,108.5,,https://dx.doi.org/10.1016/j.memsci.2016.10.026,Facile fabrication of CO 2 separation membranes by cross-linking of poly(ethylene glycol) diglycidyl ether with a diamine and a polyamine-based ionic liquid,"Dai, Zhongde; Ansaloni, Luca; Gin, Douglas L.; Noble, Richard D.; Deng, Liyuan.",Journal of Membrane Science,J. Membr. Sci.,523,551-560,2017,"Norwegian University of Science and Technology, Trondheim, Norway ; University of Colorado at Boulder, Boulder, CO, USA","Deng, Liyuan",deng@nt.ntnu.no,"Norwegian University of Science and Technology, Trondheim, Norway"
Nafion + 40 wt% [Bmim][BF4] (dry),Polymer-IL,Polymer-IL,Nafion,1-Butyl-3-methylimidazolium [bmim],C[N+]1=CN(CCCC)C=C1,Tetrafluoroborate [BF4],F[B-](F)(F)F,,,,,Nafion + 40 wt% [1-Butyl-3-methylimidazolium [bmim]] [Tetrafluoroborate [BF4]] (dry),Nafion,1-Butyl-3-methylimidazolium [bmim],Tetrafluoroborate [BF4],,,,23,2,75.4,,35.2,,https://dx.doi.org/10.1039/C7GC03727A,Nafion/IL hybrid membranes with tuned nanostructure for enhanced CO2 separation: effects of ionic liquid and water vapor,"Dai, Zhongde; Ansaloni, Luca; Ryan, Justin J.; Spontak, Richard J.; Deng, Liyuan.",Green Chemistry,Green Chem.,20 (6),1391-1404,2018,"Norwegian University of Science and Technology, Trondheim, Norway ; North Carolina State University, Raleigh, USA","Deng, Liyuan",deng@nt.ntnu.no,"Norwegian University of Science and Technology, Trondheim, Norway"
Neat [DMPEG]-[MPEG] membrane,No IL Membrane,No IL Membrane,,,,,,,,,,Neat crosslinked (Poly(ethylene glycol) dimethacrylate [DMPEG]) - (poly(ethylene glycol) methyl ether methacrylate [MPEG]) membrane,Poly(ethylene glycol) dimethacrylate [DMPEG],poly(ethylene glycol) methyl ether methacrylate [MPEG],,,,,23,0.1-1,26.1,,10,,https://dx.doi.org/10.1134/S0965544112070031,Gas separation characteristics of new membrane materials based on poly(ethylene glycol)-crosslinked polymers and ionic liquids,"Erdni-Goryaev, E. M.; Alent’ev, A. Yu.; Belov, N. A.; Ponkratov, D. O.; Shaplov, A. S.; Lozinskaya, E. I.; Vygodskii, Ya. S.",Petroleum Chemistry,Pet. Chem.,52 (7),494-498,2012,"Russian Academy of Sciences, Moscow, Russia ; Moscow State University, Moscow, Russia ; ","Erdni-Goryaev, E. M.",erdni-goryaev@ips.ac.ru,"Russian Academy of Sciences, Moscow, Russia"
